model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|9887|9331|5.6235460705977545
PointID|Table|Field|Error
d54fef35-a03d-4a7f-9846-d62eaa36daee|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d54fef35-a03d-4a7f-9846-d62eaa36daee
853ec368-3670-48d4-b4c9-53dc2dbb5617|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 853ec368-3670-48d4-b4c9-53dc2dbb5617
57839f32-2300-4c35-b2c8-71c98d441053|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 57839f32-2300-4c35-b2c8-71c98d441053
92933606-d832-42bd-b765-d85d999596ef|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 92933606-d832-42bd-b765-d85d999596ef
042a49c8-848c-47de-a362-1ce61f037bb2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 042a49c8-848c-47de-a362-1ce61f037bb2
025297e4-cf4f-47ef-89f0-ae6af81e21ee|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 025297e4-cf4f-47ef-89f0-ae6af81e21ee
c34c9405-0d76-4198-b0ac-fa712252a850|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c34c9405-0d76-4198-b0ac-fa712252a850
e502d528-94ae-4c37-af93-e8f6ea640b88|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e502d528-94ae-4c37-af93-e8f6ea640b88
da2e2824-cc55-4bff-83e3-facceae354dd|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: da2e2824-cc55-4bff-83e3-facceae354dd
13942b06-5867-4af2-a6af-591da968c227|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 13942b06-5867-4af2-a6af-591da968c227
0adf07e9-9986-4540-9a9e-fa0afc51f609|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0adf07e9-9986-4540-9a9e-fa0afc51f609
554af1fa-175a-4219-9b11-b629f3a9bae3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 554af1fa-175a-4219-9b11-b629f3a9bae3
690dc56d-0852-44bd-a044-69a6c88a4f5b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 690dc56d-0852-44bd-a044-69a6c88a4f5b
c23f3ee8-ec48-48e5-8fcd-5a01aed24d90|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c23f3ee8-ec48-48e5-8fcd-5a01aed24d90
538327cc-a681-49df-86b9-c5d8034a9be2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 538327cc-a681-49df-86b9-c5d8034a9be2
106041f2-0830-494f-b490-c0e6d2aa2d68|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 106041f2-0830-494f-b490-c0e6d2aa2d68
684c47a2-a079-4e1e-adec-91feb12821b3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 684c47a2-a079-4e1e-adec-91feb12821b3
08c77e36-1760-4866-8e54-632f02483b04|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 08c77e36-1760-4866-8e54-632f02483b04
30d7a4df-4c40-48f7-889a-e6c33f22cb98|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 30d7a4df-4c40-48f7-889a-e6c33f22cb98
08c7594a-a543-4004-a8e7-2883c15dc97b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 08c7594a-a543-4004-a8e7-2883c15dc97b
09e11e8f-7748-4aff-a39b-c91c2b0271d8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 09e11e8f-7748-4aff-a39b-c91c2b0271d8
47030e7c-49ab-aa4b-ab12-95ba39267242|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 47030e7c-49ab-aa4b-ab12-95ba39267242
307b6d8d-a974-42dd-aa65-daddf4f79afb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 307b6d8d-a974-42dd-aa65-daddf4f79afb
202d6dd8-8360-4067-a73e-27497c5a4885|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 202d6dd8-8360-4067-a73e-27497c5a4885
b8b5d0c9-a686-494a-b408-9799a1455e9d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b8b5d0c9-a686-494a-b408-9799a1455e9d
55a1db47-550f-4ad8-8d34-437621ed03bd|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 55a1db47-550f-4ad8-8d34-437621ed03bd
efa260df-bc85-4164-ae79-71a33012f7eb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: efa260df-bc85-4164-ae79-71a33012f7eb
c31e7d51-2e81-4304-9cdd-ae7d1ad67e7a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c31e7d51-2e81-4304-9cdd-ae7d1ad67e7a
5108f2ee-1fb9-4e9a-a9a9-5e318b21d2c1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5108f2ee-1fb9-4e9a-a9a9-5e318b21d2c1
307b6d8d-a974-42dd-aa65-daddf4f79afb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 307b6d8d-a974-42dd-aa65-daddf4f79afb
5344a623-cc0e-4030-8302-3de866c8e468|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5344a623-cc0e-4030-8302-3de866c8e468
7ecc804c-1bfc-4452-89ee-1f6857161336|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7ecc804c-1bfc-4452-89ee-1f6857161336
3c64253e-5259-41f9-bd4d-e14f667746d4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 3c64253e-5259-41f9-bd4d-e14f667746d4
b1d6affe-570d-467c-9c5d-3cc56430189f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b1d6affe-570d-467c-9c5d-3cc56430189f
b47b5302-7666-4866-b487-28ebe1fa0654|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b47b5302-7666-4866-b487-28ebe1fa0654
e205a1c2-19ad-4345-91ae-3c3ef74c0b0c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e205a1c2-19ad-4345-91ae-3c3ef74c0b0c
a5822de5-8295-4326-9ec1-2e924f801aba|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a5822de5-8295-4326-9ec1-2e924f801aba
e01d7fe9-0dbc-45b0-a975-45509351bc26|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e01d7fe9-0dbc-45b0-a975-45509351bc26
b7b2151c-f1ea-4d2f-ab2f-090db3f79254|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b7b2151c-f1ea-4d2f-ab2f-090db3f79254
1075fb63-9c41-4176-8f2c-48a4ef16cf9f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1075fb63-9c41-4176-8f2c-48a4ef16cf9f
7fc5f6ea-81bf-421b-831a-30b0a11e90ef|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7fc5f6ea-81bf-421b-831a-30b0a11e90ef
dd74fbab-dcab-4b84-a494-f013cfd80d02|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: dd74fbab-dcab-4b84-a494-f013cfd80d02
839e51f9-710f-4a3e-a132-3fe5ccbe054b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 839e51f9-710f-4a3e-a132-3fe5ccbe054b
c163e535-7a96-447b-8206-dd6c05b6a792|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c163e535-7a96-447b-8206-dd6c05b6a792
d2cda4aa-13b5-4564-9feb-eae13e30aeab|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d2cda4aa-13b5-4564-9feb-eae13e30aeab
79f9cef1-7ada-4d16-9903-25b470198772|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 79f9cef1-7ada-4d16-9903-25b470198772
9e180931-1c04-42d5-8d29-993a24da3865|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9e180931-1c04-42d5-8d29-993a24da3865
0167b3ea-2d9b-44cd-b3b3-806178997b00|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0167b3ea-2d9b-44cd-b3b3-806178997b00
47d2d26f-c7a4-497a-abe6-67284e6b420c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 47d2d26f-c7a4-497a-abe6-67284e6b420c
92a7e9eb-8d96-417b-9a63-6acd8b29169b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 92a7e9eb-8d96-417b-9a63-6acd8b29169b
800d62de-1164-4bb0-b2b0-8c79842b5fac|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 800d62de-1164-4bb0-b2b0-8c79842b5fac
89c71a89-22aa-409a-934b-6dacad3b0ca7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 89c71a89-22aa-409a-934b-6dacad3b0ca7
4c5f2ec8-3aae-41d1-9e6f-1aaf315cff1f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4c5f2ec8-3aae-41d1-9e6f-1aaf315cff1f
4e677c06-b591-427b-8079-c514b1feb2a2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4e677c06-b591-427b-8079-c514b1feb2a2
d1be9116-e716-4d23-88b6-bf023f740b6d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d1be9116-e716-4d23-88b6-bf023f740b6d
4a5c5b6a-37d2-f245-8243-69ada8a7f0cc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4a5c5b6a-37d2-f245-8243-69ada8a7f0cc
27bc113d-16a0-4b32-80a4-a59161101a1c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 27bc113d-16a0-4b32-80a4-a59161101a1c
d35e014b-fe37-4671-b865-823cabca90ca|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d35e014b-fe37-4671-b865-823cabca90ca
2da31b5f-98cc-4b14-a42b-0038cd0413a4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2da31b5f-98cc-4b14-a42b-0038cd0413a4
d3f14d3f-d4b5-4b9c-89da-9abc57930453|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d3f14d3f-d4b5-4b9c-89da-9abc57930453
a27bde7a-864b-49f4-b3a5-4bdc9f736e5c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a27bde7a-864b-49f4-b3a5-4bdc9f736e5c
4a93c1ea-6407-4d81-a143-bc0d0010c6e9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4a93c1ea-6407-4d81-a143-bc0d0010c6e9
72f8dfbe-d3a0-4dd4-8004-2504e5d403ff|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 72f8dfbe-d3a0-4dd4-8004-2504e5d403ff
bef4c6b6-b1bf-424a-9a34-2955a2e6819d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bef4c6b6-b1bf-424a-9a34-2955a2e6819d
a02190a7-a9db-4b76-93d3-cc59930f7652|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a02190a7-a9db-4b76-93d3-cc59930f7652
a54573df-04b1-4983-ab4f-9d7d9543eb9a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a54573df-04b1-4983-ab4f-9d7d9543eb9a
5d09773a-c3e2-4c6a-84c8-b890447c90db|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5d09773a-c3e2-4c6a-84c8-b890447c90db
d9a49b19-ec34-4774-94fd-b8ff31841dd8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d9a49b19-ec34-4774-94fd-b8ff31841dd8
2216c91c-e8b6-4963-9dfd-25869f294f1f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2216c91c-e8b6-4963-9dfd-25869f294f1f
02b85852-da70-43ed-8c60-3dbc63a03c19|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 02b85852-da70-43ed-8c60-3dbc63a03c19
f53183fa-319e-4508-8f24-93642a42ca9d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f53183fa-319e-4508-8f24-93642a42ca9d
7d2659ac-a9ea-4b6e-addc-8046f79753d8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7d2659ac-a9ea-4b6e-addc-8046f79753d8
71aa53a4-556e-4139-88ef-9f933e7f7652|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 71aa53a4-556e-4139-88ef-9f933e7f7652
0851f749-2f0b-464f-9700-7b0ddb94e9f2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0851f749-2f0b-464f-9700-7b0ddb94e9f2
f41f9ffe-c82e-41ae-b6b8-2751399c285b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f41f9ffe-c82e-41ae-b6b8-2751399c285b
f5a9307e-9010-46bc-81c7-20ee4edff75e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f5a9307e-9010-46bc-81c7-20ee4edff75e
e7301a5c-b5b7-4b2b-af21-2aba8d9263a3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e7301a5c-b5b7-4b2b-af21-2aba8d9263a3
2ebded9a-d67b-49a5-84d4-14a72839bba1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2ebded9a-d67b-49a5-84d4-14a72839bba1
b374b4e8-80e3-4c7d-b5bd-6743e39862af|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b374b4e8-80e3-4c7d-b5bd-6743e39862af
d9447464-3768-4e4c-a91c-9db6ca6048b1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d9447464-3768-4e4c-a91c-9db6ca6048b1
bb2ec3c2-5707-4176-b727-3d224a43937f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bb2ec3c2-5707-4176-b727-3d224a43937f
d30dee90-53b6-4cd6-aa7c-e622618a0f38|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d30dee90-53b6-4cd6-aa7c-e622618a0f38
1075fb63-9c41-4176-8f2c-48a4ef16cf9f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1075fb63-9c41-4176-8f2c-48a4ef16cf9f
94c2c28d-caa1-4f44-ab09-152e8593aeb1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 94c2c28d-caa1-4f44-ab09-152e8593aeb1
f69ee04c-b2e0-490f-b478-96e3ffb95b5d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f69ee04c-b2e0-490f-b478-96e3ffb95b5d
10f0b8f4-bc7c-4e9f-9063-64959b8d9afc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 10f0b8f4-bc7c-4e9f-9063-64959b8d9afc
64eb403c-debd-460d-972f-33abe973f6c2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 64eb403c-debd-460d-972f-33abe973f6c2
ba9d4a5a-7709-4a32-a43c-ce2d5322bca0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ba9d4a5a-7709-4a32-a43c-ce2d5322bca0
5a904e5a-9cd1-4015-96bd-a332ede39251|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5a904e5a-9cd1-4015-96bd-a332ede39251
0e3120eb-4d7a-4669-a991-e789f03aa136|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0e3120eb-4d7a-4669-a991-e789f03aa136
88679101-be11-44d1-82f1-cc1ff9236a4e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 88679101-be11-44d1-82f1-cc1ff9236a4e
b8b5d0c9-a686-494a-b408-9799a1455e9d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b8b5d0c9-a686-494a-b408-9799a1455e9d
374bd410-75a9-4b22-9de9-6d04e7c28ef1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 374bd410-75a9-4b22-9de9-6d04e7c28ef1
b2a50e2b-9346-4142-9795-960ac3aff336|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b2a50e2b-9346-4142-9795-960ac3aff336
a5101722-849c-412b-a50a-72867e6f3621|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a5101722-849c-412b-a50a-72867e6f3621
00bb0d1f-3a5d-4424-9837-fa56a29bfabe|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 00bb0d1f-3a5d-4424-9837-fa56a29bfabe
3d7e7e91-1f0c-413b-9501-6702b866fa20|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 3d7e7e91-1f0c-413b-9501-6702b866fa20
939673f4-ad5c-428c-9011-35611cc09338|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 939673f4-ad5c-428c-9011-35611cc09338
8a6a4839-2622-4497-9700-9e7a5a9eae76|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8a6a4839-2622-4497-9700-9e7a5a9eae76
990e54b8-fe64-4463-8379-8ea1ba8a5675|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 990e54b8-fe64-4463-8379-8ea1ba8a5675
35d5cecd-b186-46dc-a52c-70ae525d3229|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 35d5cecd-b186-46dc-a52c-70ae525d3229
bb6fdeac-b8a7-4b95-a1c0-d52bb3c8755e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bb6fdeac-b8a7-4b95-a1c0-d52bb3c8755e
9fe62ecf-6f28-4b88-b1fd-85d056fc0b5c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9fe62ecf-6f28-4b88-b1fd-85d056fc0b5c
2c5d3d4c-e53d-45b3-a2f9-504a1dcbc168|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2c5d3d4c-e53d-45b3-a2f9-504a1dcbc168
98249698-042e-4a4a-b6c1-f67df4514b15|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 98249698-042e-4a4a-b6c1-f67df4514b15
b73cc9f5-a037-4eab-aef7-e92ede64b12a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b73cc9f5-a037-4eab-aef7-e92ede64b12a
3956d75a-c5af-4744-b150-4bf234886098|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 3956d75a-c5af-4744-b150-4bf234886098
701d6a5f-36c3-4353-9830-557e5ae4bbad|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 701d6a5f-36c3-4353-9830-557e5ae4bbad
384f64fc-a1a7-4b07-b819-311bc04c6f0f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 384f64fc-a1a7-4b07-b819-311bc04c6f0f
d3d8b083-dac0-4496-b724-d40708be2de5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d3d8b083-dac0-4496-b724-d40708be2de5
1e2ff8b0-cc13-43cd-9d51-cac9051e0146|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1e2ff8b0-cc13-43cd-9d51-cac9051e0146
241a71a7-42d3-4216-afc6-0bc7932fc7b0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 241a71a7-42d3-4216-afc6-0bc7932fc7b0
eace6de9-261a-4567-bc22-5cb10b024a7a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: eace6de9-261a-4567-bc22-5cb10b024a7a
ebe500dc-f552-41d9-b593-96421b2f62e8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ebe500dc-f552-41d9-b593-96421b2f62e8
a64d7128-7e76-4eb3-a001-d32684d21dce|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a64d7128-7e76-4eb3-a001-d32684d21dce
78d70685-5cfb-4ad5-96db-ad121a69beaf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 78d70685-5cfb-4ad5-96db-ad121a69beaf
c957b6d4-3e92-4e81-af71-0dd25341b71c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c957b6d4-3e92-4e81-af71-0dd25341b71c
632a65a1-9a6a-4972-ab0a-ee6f2d33a6c6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 632a65a1-9a6a-4972-ab0a-ee6f2d33a6c6
682533af-a923-4d15-b251-e5e90321bb83|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 682533af-a923-4d15-b251-e5e90321bb83
c18f6702-275e-4d4a-b699-38d39e6dbe3d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c18f6702-275e-4d4a-b699-38d39e6dbe3d
4ddc15a3-07a1-4a29-a7ed-1ec3316bd143|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4ddc15a3-07a1-4a29-a7ed-1ec3316bd143
83509f89-ec27-4159-a29e-14d15b738999|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 83509f89-ec27-4159-a29e-14d15b738999
7c970e8c-99df-49fe-8ef8-e0ea2369d696|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7c970e8c-99df-49fe-8ef8-e0ea2369d696
81cff132-0e6c-4f75-bf45-4d81cbec5448|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 81cff132-0e6c-4f75-bf45-4d81cbec5448
99937fc8-f967-42f6-becd-217dc7b24a3e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 99937fc8-f967-42f6-becd-217dc7b24a3e
0d3a57cf-fa6c-4889-b4e9-9f8e62066f09|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0d3a57cf-fa6c-4889-b4e9-9f8e62066f09
cb71eb8b-499c-4f1b-afc1-3472f03a404b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cb71eb8b-499c-4f1b-afc1-3472f03a404b
18246986-432c-437c-ac75-297d7fdf32c0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 18246986-432c-437c-ac75-297d7fdf32c0
cbf7aace-c711-493d-96d5-d4f956ab80c7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cbf7aace-c711-493d-96d5-d4f956ab80c7
379eeffc-d680-4518-9bb1-7891b633eaf2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 379eeffc-d680-4518-9bb1-7891b633eaf2
c4599012-cf6a-4d89-b477-0872f2aa4d69|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c4599012-cf6a-4d89-b477-0872f2aa4d69
1535178c-5cae-47df-aa1c-1badb278c6e1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1535178c-5cae-47df-aa1c-1badb278c6e1
67ae3e7f-55a7-49d2-883b-3dab55afecf9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 67ae3e7f-55a7-49d2-883b-3dab55afecf9
a04dafcc-fae2-4db6-a238-c929334daf36|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a04dafcc-fae2-4db6-a238-c929334daf36
16cf836e-0c04-4fac-935f-41ebf7499ec3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 16cf836e-0c04-4fac-935f-41ebf7499ec3
e5b2afcd-76ee-46c3-bdde-92e4820d3315|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e5b2afcd-76ee-46c3-bdde-92e4820d3315
97f4a5dc-308c-43e0-ab2d-3adac56171b0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 97f4a5dc-308c-43e0-ab2d-3adac56171b0
8d202960-c628-41af-92ef-0709e25f59f8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8d202960-c628-41af-92ef-0709e25f59f8
359580e7-1db4-41f8-a77c-a30e62949437|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 359580e7-1db4-41f8-a77c-a30e62949437
6f90b325-f418-4e42-ab89-eb39a5bd2932|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6f90b325-f418-4e42-ab89-eb39a5bd2932
53daeaa3-46c5-4381-b332-a8857184812b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 53daeaa3-46c5-4381-b332-a8857184812b
6a636cd8-f60a-408c-a5f5-efbe9082b9fe|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6a636cd8-f60a-408c-a5f5-efbe9082b9fe
ccbb2a3b-02b6-4620-a5bc-cfc6a24b1cb7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ccbb2a3b-02b6-4620-a5bc-cfc6a24b1cb7
2f3c0bd9-ee35-4e1a-94a9-56e47e822a6b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2f3c0bd9-ee35-4e1a-94a9-56e47e822a6b
ad6e4ab2-6546-4818-85f4-d730bb98e7f2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ad6e4ab2-6546-4818-85f4-d730bb98e7f2
75aa2413-3926-4bb1-9359-0805c98c17bb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 75aa2413-3926-4bb1-9359-0805c98c17bb
4233cec4-5b9b-4dd3-b259-6c59cefd543d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4233cec4-5b9b-4dd3-b259-6c59cefd543d
136255c2-be14-4ec3-a83e-502bed500ca3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 136255c2-be14-4ec3-a83e-502bed500ca3
c7fe1e09-688c-4832-92db-bf0e7f6e7c9b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7fe1e09-688c-4832-92db-bf0e7f6e7c9b
8725318a-98e9-9a42-b698-dcdd352a2d4f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8725318a-98e9-9a42-b698-dcdd352a2d4f
c957b6d4-3e92-4e81-af71-0dd25341b71c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c957b6d4-3e92-4e81-af71-0dd25341b71c
16ecf9d7-3f6e-4dd9-960c-f1adf6261978|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 16ecf9d7-3f6e-4dd9-960c-f1adf6261978
